시도,계
,"88,270"
,"77,115"
,"75,784"
,"56,933"
,"115,743"
,"97,974"
,"93,298"
,"52,322"
,"95,014"
,"60,255"
,"52,014"
,"26,871"
,"32,556"
,"11,293"
,"50,839"
,"113,447"
,"94,015"
,"64,516"
,"39,040"
,"96,534"
,"60,888"
,"99,967"
,"129,860"
,"48,105"
,"37,794"
,"163,593"
,"3,182,315"
강원,"65,920"
,"7,338"
,"26,853"
,"18,339"
,"22,597"
,"5,237"
,"7,669"
,"10,251"
,"92,375"
,"8,343"
,"10,442"
,"11,707"
,"80,708"
,"14,273"
,"12,256"
,"17,272"
,"5,742"
,"11,089"
,"428,411"
충북,"8,459"
,"7,628"
,"7,724"
,"11,735"
,"13,405"
,"26,802"
,"36,937"
,"9,190"
,"18,843"
,"46,163"
,"69,613"
,"120,816"
,"57,523"
,"434,838"
충남,"14,512"
,"32,878"
,"14,032"
,"31,261"
,"42,557"
,"27,108"
,"16,183"
,"45,012"
,"14,547"
,"80,280"
,"22,748"
,"22,911"
,"72,611"
,"95,843"
,"7,104"
,"15,461"
,"21,876"
,"576,924"
전북,"12,675"
,"77,648"
,"23,879"
,"21,128"
,"5,424"
,"13,295"
,"6,261"
,"22,894"
,"81,852"
,"6,221"
,"4,811"
,"86,294"
,"98,681"
,"27,661"
,"6,233"
,"494,957"
전남,"7,874"
,"12,671"
,"6,532"
,"43,977"
,"5,942"
,"21,715"
,"11,445"
,"61,452"
,"17,485"
,"9,979"
,"72,896"
,"7,770"
,"73,790"
,"12,323"
,"15,307"
,"9,220"
,"11,667"
,"8,456"
,"6,907"
,"7,728"
,"15,728"
,"16,457"
,"457,321"
경북,"72,177"
,"80,262"
,"10,005"
,"126,227"
,"6,225"
,"34,655"
,"17,840"
,"7,135"
,"25,174"
,"12,392"
,"43,343"
,"8,770"
,"3,926"
,"28,803"
,"28,144"
,"10,341"
,"2,449"
,"12,588"
,"12,775"
,"11,203"
,"6,166"
,"38,810"
,"81,258"
,"80,585"
,"761,253"
경남,"64,345"
,"14,518"
,"13,919"
,"149,872"
,"9,477"
,"28,017"
,"30,994"
,"8,014"
,"70,130"
,"6,791"
,"90,815"
,"15,848"
,"51,925"
,"79,120"
,"165,448"
,"83,843"
,"52,522"
,"32,262"
,"11,459"
,"20,031"
,"11,385"
,"10,853"
,"1,021,588"
제주시,"41,618"
,"125,448"
,"167,066"
서울,"223,952"
,"112,556"
,"57,280"
,"146,308"
,"97,180"
,"74,607"
,"110,812"
,"53,733"
,"130,774"
,"76,123"
,"70,228"
,"80,970"
,"88,744"
,"65,360"
,"144,539"
,"70,514"
,"93,363"
,"176,535"
,"119,642"
,"110,797"
,"63,645"
,"91,902"
,"39,889"
,"49,455"
,"79,222"
,"2,428,130"
부산,"22,726"
,"58,579"
,"27,784"
,"65,317"
,"37,066"
,"63,004"
,"105,691"
,"68,767"
,"63,313"
,"81,448"
,"20,010"
,"51,687"
,"63,966"
,"25,565"
,"14,330"
,"108,990"
,"878,243"
대구,"44,758"
,"181,657"
,"52,503"
,"98,197"
,"128,934"
,"52,851"
,"146,036"
,"27,514"
,"732,450"
인천,"16,643"
,"82,301"
,"106,735"
,"121,613"
,"18,596"
,"131,938"
,"108,132"
,"76,306"
,"4,706"
,"26,441"
,"693,411"
광주시,"99,633"
,"54,729"
,"24,773"
,"125,186"
,"94,288"
,"398,609"
대전,"62,116"
,"63,521"
,"154,634"
,"97,061"
,"76,247"
,"453,579"
울산,"112,254"
,"47,057"
,"60,259"
,"63,819"
,"69,120"
,"352,509"
경기,"15,009"
,"97,373"
,"81,241"
,"80,720"
,"19,409"
,"73,693"
,"77,497"
,"46,228"
,"70,118"
,"71,325"
,"140,550"
,"22,873"
,"50,281"
,"43,188"
,"113,401"
,"151,272"
,"47,491"
,"52,270"
,"88,786"
,"77,370"
,"76,232"
,"56,984"
,"116,327"
,"98,661"
,"93,675"
,"52,868"
,"95,282"
,"60,527"
,"52,414"
,"27,056"
,"32,657"
,"11,372"
,"51,215"
,"115,011"
,"94,609"
,"64,668"
,"39,114"
,"96,736"
,"61,273"
,"101,489"
,"130,404"
,"48,378"
,"37,938"
,"164,490"
,"3,199,475"
강원,"66,187"
,"7,346"
,"27,010"
,"18,432"
,"22,714"
,"5,286"
,"7,701"
,"10,278"
,"92,839"
,"8,382"
,"10,494"
,"11,712"
,"81,115"
,"14,337"
,"12,263"
,"17,395"
,"5,775"
,"11,136"
,"430,402"
충북,"8,511"
,"7,637"
,"7,737"
,"11,805"
,"13,501"
,"26,931"
,"37,149"
,"9,196"
,"18,961"
,"46,437"
,"69,921"
,"121,586"
,"57,809"
,"437,181"
충남,"14,556"
,"33,063"
,"14,125"
,"31,391"
,"42,922"
,"27,169"
,"16,273"
,"45,222"
,"14,590"
,"80,717"
,"22,818"
,"22,987"
,"73,279"
,"96,451"
,"7,110"
,"15,459"
,"22,015"
,"580,147"
전북,"12,756"
,"78,055"
,"23,883"
,"21,209"
,"5,430"
,"13,354"
,"6,299"
,"23,029"
,"82,331"
,"6,260"
,"4,826"
,"86,948"
,"99,141"
,"27,903"
,"6,251"
,"497,675"
전남,"7,898"
,"12,725"
,"6,580"
,"44,184"
,"5,982"
,"21,827"
,"11,464"
,"61,693"
,"17,605"
,"10,018"
,"73,282"
,"7,809"
,"74,246"
,"12,416"
,"15,412"
,"9,287"
,"11,708"
,"8,481"
,"6,935"
,"7,758"
,"15,813"
,"16,514"
,"459,637"
경북,"72,592"
,"80,540"
,"10,056"
,"126,997"
,"6,222"
,"34,912"
,"17,909"
,"7,147"
,"25,309"
,"12,451"
,"43,515"
,"8,821"
,"3,954"
,"28,936"
,"28,263"
,"10,415"
,"2,479"
,"12,671"
,"12,835"
,"11,258"
,"6,191"
,"39,024"
,"81,607"
,"80,929"
,"765,033"
경남,"64,546"
,"14,569"
,"13,942"
,"150,527"
,"9,513"
,"28,124"
,"31,128"
,"8,040"
,"70,730"
,"6,828"
,"91,160"
,"15,946"
,"52,258"
,"80,036"
,"167,231"
,"83,929"
,"52,790"
,"32,456"
,"11,526"
,"20,110"
,"11,621"
,"10,881"
,"1,027,891"
제주시,"41,725"
,"125,527"
,"167,252"
서울,"224,605"
,"112,834"
,"57,556"
,"146,964"
,"97,466"
,"74,701"
,"111,189"
,"53,862"
,"130,846"
,"76,226"
,"70,498"
,"81,049"
,"89,027"
,"65,314"
,"144,602"
,"70,699"
,"94,085"
,"176,795"
,"119,914"
,"110,789"
,"63,679"
,"92,735"
,"38,789"
,"49,920"
,"79,440"
,"2,433,584"
부산,"22,869"
,"59,020"
,"28,019"
,"65,516"
,"37,862"
,"63,165"
,"105,571"
,"69,016"
,"63,574"
,"81,660"
,"20,159"
,"51,703"
,"65,603"
,"25,653"
,"14,216"
,"109,415"
,"883,021"
대구,"44,870"
,"182,394"
,"52,696"
,"98,754"
,"129,243"
,"53,102"
,"146,556"
,"27,381"
,"734,996"
인천,"16,719"
,"82,479"
,"107,299"
,"122,267"
,"18,802"
,"132,341"
,"108,850"
,"76,474"
,"4,738"
,"26,476"
,"696,445"
광주시,"100,676"
,"54,965"
,"24,853"
,"125,502"
,"95,146"
,"401,142"
대전,"62,343"
,"63,756"
,"154,800"
,"98,047"
,"76,435"
,"455,381"
울산,"112,582"
,"47,144"
,"60,652"
,"64,185"
,"69,210"
,"353,773"
경기,"15,105"
,"97,418"
,"81,937"
,"80,704"
,"19,364"
,"74,402"
,"77,980"
,"46,376"
,"70,946"
,"71,768"
,"141,427"
,"23,069"
,"50,378"
,"43,492"
,"113,762"
,"152,048"
,"47,033"
,"52,276"
,"89,470"
,"77,683"
,"76,500"
,"56,873"
,"116,945"
,"99,007"
,"93,961"
,"53,280"
,"95,407"
,"60,697"
,"52,787"
,"27,245"
,"32,837"
,"11,414"
,"51,785"
,"115,467"
,"95,306"
,"64,953"
,"39,154"
,"97,109"
,"61,564"
,"102,817"
,"131,126"
,"48,482"
,"38,067"
,"165,142"
,"3,214,563"
강원,"66,378"
,"7,351"
,"27,185"
,"18,457"
,"22,798"
,"5,347"
,"7,726"
,"10,287"
,"93,158"
,"8,412"
,"10,562"
,"11,772"
,"81,473"
,"14,401"
,"12,312"
,"17,472"
,"5,788"
,"11,141"
,"432,020"
충북,"8,555"
,"7,680"
,"7,790"
,"11,857"
,"13,587"
,"27,066"
,"37,366"
,"9,212"
,"19,046"
,"46,722"
,"70,185"
,"122,458"
,"58,109"
,"439,633"
충남,"14,607"
,"33,207"
,"14,192"
,"31,509"
,"43,283"
,"27,258"
,"16,316"
,"45,441"
,"14,673"
,"81,386"
,"22,839"
,"23,081"
,"73,919"
,"96,994"
,"7,136"
,"15,532"
,"22,062"
,"583,435"
전북,"12,825"
,"78,533"
,"23,999"
,"21,305"
,"5,454"
,"13,381"
,"6,324"
,"23,081"
,"82,806"
,"6,295"
,"4,850"
,"87,489"
,"99,625"
,"28,016"
,"6,267"
,"500,250"
전남,"7,938"
,"12,747"
,"6,618"
,"44,477"
,"6,097"
,"21,834"
,"11,517"
,"61,914"
,"17,681"
,"10,097"
,"73,619"
,"7,842"
,"74,501"
,"12,462"
,"15,470"
,"9,338"
,"11,840"
,"8,543"
,"6,988"
,"7,774"
,"15,889"
,"16,578"
,"461,764"
경북,"72,808"
,"80,890"
,"10,119"
,"127,666"
,"6,220"
,"35,064"
,"17,986"
,"7,188"
,"25,383"
,"12,503"
,"43,714"
,"8,839"
,"3,982"
,"29,080"
,"28,359"
,"10,506"
,"2,456"
,"12,724"
,"12,893"
,"11,322"
,"6,238"
,"39,143"
,"81,878"
,"81,381"
,"768,342"
경남,"64,789"
,"14,617"
,"13,974"
,"151,219"
,"9,416"
,"28,222"
,"31,314"
,"8,087"
,"71,188"
,"6,894"
,"91,432"
,"15,970"
,"52,454"
,"80,806"
,"167,512"
,"84,450"
,"52,998"
,"32,695"
,"11,529"
,"20,186"
,"11,720"
,"10,902"
,"1,032,374"
제주시,"41,841"
,"125,669"
,"167,510"
서울,"224,432"
,"112,774"
,"57,736"
,"147,265"
,"97,520"
,"74,794"
,"111,432"
,"53,911"
,"130,953"
,"76,372"
,"70,577"
,"81,106"
,"89,330"
,"65,290"
,"144,352"
,"70,509"
,"94,583"
,"177,059"
,"119,938"
,"110,431"
,"63,691"
,"93,347"
,"38,774"
,"50,168"
,"79,424"
,"2,435,768"
부산,"23,107"
,"59,460"
,"28,219"
,"65,782"
,"37,443"
,"63,338"
,"105,801"
,"69,165"
,"63,762"
,"82,061"
,"20,192"
,"52,142"
,"65,355"
,"25,693"
,"14,097"
,"109,833"
,"885,450"
대구,"44,941"
,"183,166"
,"52,812"
,"99,188"
,"130,010"
,"53,288"
,"148,021"
,"28,762"
,"740,188"
인천,"16,771"
,"82,731"
,"108,101"
,"122,980"
,"18,902"
,"132,862"
,"109,278"
,"76,755"
,"4,748"
,"26,572"
,"699,700"
광주시,"101,812"
,"55,180"
,"24,877"
,"125,994"
,"95,564"
,"403,427"
대전,"62,454"
,"63,981"
,"154,666"
,"99,359"
,"76,505"
,"456,965"
울산,"112,850"
,"47,266"
,"61,019"
,"64,575"
,"69,388"
,"355,098"
경기,"15,171"
,"97,631"
,"82,628"
,"80,832"
,"19,403"
,"75,054"
,"78,781"
,"46,560"
,"71,544"
,"72,192"
,"142,402"
,"23,198"
,"50,542"
,"43,780"
,"114,224"
,"152,406"
,"47,090"
,"52,296"
,"89,970"
,"77,928"
,"76,645"
,"56,809"
,"117,203"
,"99,420"
,"94,458"
,"53,674"
,"95,700"
,"61,114"
,"53,098"
,"27,493"
,"32,884"
,"11,437"
,"52,287"
,"116,539"
,"96,090"
,"65,235"
,"39,216"
,"97,579"
,"61,904"
,"103,698"
,"131,660"
,"48,859"
,"38,181"
,"166,146"
,"3,230,961"
강원,"66,580"
,"7,373"
,"27,288"
,"18,526"
,"22,904"
,"5,394"
,"7,740"
,"10,310"
,"93,856"
,"8,425"
,"10,614"
,"11,787"
,"81,794"
,"14,445"
,"12,332"
,"17,586"
,"5,815"
,"11,202"
,"433,971"
충북,"8,592"
,"7,697"
,"7,804"
,"11,857"
,"13,603"
,"27,251"
,"37,522"
,"9,240"
,"19,093"
,"47,085"
,"70,362"
,"123,294"
,"58,341"
,"441,741"
충남,"14,658"
,"33,407"
,"14,287"
,"31,691"
,"43,629"
,"27,355"
,"16,397"
,"45,644"
,"14,733"
,"81,843"
,"22,869"
,"23,304"
,"74,446"
,"97,531"
,"7,157"
,"15,624"
,"22,149"
,"586,724"
전북,"12,892"
,"78,929"
,"24,064"
,"21,399"
,"5,469"
,"13,414"
,"6,357"
,"23,129"
,"83,255"
,"6,301"
,"4,865"
,"87,867"
,"100,168"
,"28,182"
,"6,299"
,"502,590"
전남,"7,976"
,"12,775"
,"6,622"
,"44,734"
,"6,125"
,"21,969"
,"11,609"
,"62,179"
,"17,770"
,"10,106"
,"73,940"
,"7,865"
,"74,766"
,"12,509"
,"15,573"
,"9,409"
,"11,877"
,"8,600"
,"7,002"
,"7,797"
,"16,025"
,"16,656"
,"463,884"
경북,"73,127"
,"81,147"
,"10,165"
,"128,371"
,"6,258"
,"35,232"
,"18,135"
,"7,214"
,"25,477"
,"12,562"
,"43,928"
,"8,888"
,"4,015"
,"29,246"
,"28,430"
,"10,546"
,"2,426"
,"12,797"
,"12,946"
,"11,345"
,"6,260"
,"39,298"
,"82,093"
,"81,865"
,"771,771"
경남,"65,077"
,"14,706"
,"14,026"
,"151,935"
,"9,431"
,"28,318"
,"31,519"
,"8,119"
,"71,718"
,"6,886"
,"91,726"
,"16,121"
,"52,630"
,"81,030"
,"168,557"
,"85,209"
,"53,329"
,"32,841"
,"11,555"
,"20,239"
,"11,678"
,"10,900"
,"1,037,550"
제주시,"41,982"
,"126,226"
,"168,208"
서울,"224,539"
,"112,785"
,"57,615"
,"147,997"
,"97,341"
,"74,742"
,"111,736"
,"53,808"
,"130,795"
,"76,247"
,"70,713"
,"80,945"
,"89,385"
,"64,973"
,"144,215"
,"70,674"
,"94,581"
,"176,700"
,"119,722"
,"109,880"
,"63,511"
,"93,484"
,"38,657"
,"49,840"
,"79,345"
,"2,434,230"
부산,"23,198"
,"59,740"
,"28,343"
,"65,805"
,"37,405"
,"63,558"
,"106,317"
,"69,058"
,"63,850"
,"81,972"
,"20,160"
,"51,924"
,"65,037"
,"25,700"
,"13,963"
,"109,915"
,"885,945"
대구,"44,928"
,"183,497"
,"52,809"
,"99,423"
,"130,192"
,"53,271"
,"148,056"
,"28,677"
,"740,853"
인천,"16,721"
,"82,766"
,"108,209"
,"123,901"
,"19,249"
,"132,425"
,"109,614"
,"77,249"
,"4,745"
,"26,501"
,"701,380"
광주시,"102,524"
,"55,349"
,"24,992"
,"125,809"
,"95,882"
,"404,556"
대전,"62,591"
,"63,951"
,"154,495"
,"100,446"
,"76,503"
,"457,986"
울산,"112,695"
,"47,004"
,"61,694"
,"64,753"
,"69,277"
,"355,423"
경기,"15,144"
,"97,478"
,"82,877"
,"80,790"
,"19,350"
,"75,607"
,"78,834"
,"46,553"
,"71,635"
,"72,568"
,"142,620"
,"23,293"
,"50,451"
,"43,969"
,"114,524"
,"152,380"
,"47,005"
,"52,428"
,"90,264"
,"77,995"
,"77,260"
,"56,557"
,"117,143"
,"99,493"
,"94,383"
,"53,732"
,"95,602"
,"61,093"
,"53,260"
,"27,475"
,"32,887"
,"11,424"
,"52,562"
,"117,489"
,"96,388"
,"65,149"
,"39,183"
,"97,567"
,"61,872"
,"104,411"
,"131,825"
,"48,923"
,"38,200"
,"166,658"
,"3,236,301"
강원,"66,537"
,"7,413"
,"27,348"
,"18,507"
,"22,875"
,"5,375"
,"7,750"
,"10,317"
,"93,980"
,"8,441"
,"10,594"
,"11,792"
,"81,703"
,"14,443"
,"12,330"
,"17,563"
,"5,834"
,"11,211"
,"434,013"
충북,"8,614"
,"7,670"
,"7,787"
,"11,892"
,"13,623"
,"27,354"
,"37,583"
,"9,279"
,"19,080"
,"47,406"
,"70,426"
,"123,783"
,"58,556"
,"443,053"
충남,"14,649"
,"33,432"
,"14,361"
,"31,710"
,"43,788"
,"27,386"
,"16,431"
,"45,762"
,"14,704"
,"81,665"
,"22,845"
,"23,337"
,"74,729"
,"97,905"
,"7,147"
,"15,613"
,"22,198"
,"587,662"
전북,"12,933"
,"79,055"
,"24,030"
,"21,409"
,"5,530"
,"13,403"
,"6,381"
,"23,136"
,"83,383"
,"6,267"
,"4,880"
,"88,034"
,"100,309"
,"28,186"
,"6,350"
,"503,286"
전남,"8,098"
,"12,767"
,"6,606"
,"44,831"
,"6,154"
,"22,056"
,"11,714"
,"62,217"
,"17,852"
,"10,117"
,"74,103"
,"7,853"
,"74,872"
,"12,526"
,"15,587"
,"9,402"
,"11,956"
,"8,649"
,"7,024"
,"7,760"
,"16,053"
,"16,646"
,"464,843"
경북,"73,296"
,"81,180"
,"10,202"
,"128,899"
,"6,269"
,"35,195"
,"18,436"
,"7,221"
,"25,436"
,"12,587"
,"44,062"
,"8,882"
,"4,028"
,"29,349"
,"28,514"
,"10,534"
,"2,428"
,"12,830"
,"12,939"
,"11,381"
,"6,278"
,"39,344"
,"82,146"
,"82,100"
,"773,536"
경남,"65,182"
,"14,694"
,"14,039"
,"152,363"
,"9,461"
,"28,355"
,"31,599"
,"8,154"
,"72,032"
,"6,878"
,"91,816"
,"16,131"
,"52,854"
,"81,206"
,"169,468"
,"85,271"
,"53,457"
,"32,888"
,"11,591"
,"20,266"
,"11,745"
,"10,895"
,"1,040,345"
제주시,"42,037"
,"126,320"
,"168,357"
서울,"2,443,556"
,"224,229"
,"113,416"
,"57,889"
,"148,277"
,"97,829"
,"75,041"
,"111,860"
,"54,106"
,"131,094"
,"76,583"
,"71,161"
,"81,269"
,"89,819"
,"65,228"
,"145,477"
,"70,848"
,"95,176"
,"177,538"
,"120,052"
,"110,055"
,"63,728"
,"94,221"
,"38,817"
,"50,165"
,"79,678"
부산,"891,910"
,"23,404"
,"13,907"
,"60,168"
,"28,656"
,"66,086"
,"37,112"
,"64,343"
,"107,217"
,"69,426"
,"64,146"
,"82,546"
,"20,298"
,"52,694"
,"65,501"
,"25,862"
,"110,544"
대구,"745,114"
,"28,736"
,"45,115"
,"99,898"
,"131,099"
,"53,412"
,"184,643"
,"53,097"
,"149,114"
인천,"706,524"
,"26,647"
,"108,828"
,"19,453"
,"110,637"
,"16,843"
,"83,226"
,"125,674"
,"132,749"
,"77,697"
,"4,770"
광주,"407,286"
,"55,760"
,"25,126"
,"126,633"
,"96,194"
,"103,573"
대전,"460,425"
,"76,871"
,"64,212"
,"155,217"
,"62,886"
,"101,239"
울산,"358,410"
,"69,850"
,"113,467"
,"47,242"
,"62,520"
,"65,331"
경기,"3,260,150"
,"15,272"
,"97,922"
,"83,420"
,"80,972"
,"19,464"
,"76,779"
,"79,695"
,"46,787"
,"72,249"
,"73,491"
,"143,827"
,"23,433"
,"50,734"
,"44,221"
,"114,624"
,"153,218"
,"47,221"
,"52,784"
,"90,606"
,"78,451"
,"77,935"
,"56,738"
,"117,844"
,"100,273"
,"94,895"
,"54,245"
,"96,147"
,"61,478"
,"53,554"
,"27,627"
,"33,086"
,"11,515"
,"53,099"
,"118,945"
,"97,316"
,"65,647"
,"39,447"
,"98,079"
,"62,165"
,"105,964"
,"132,801"
,"49,371"
,"38,437"
,"168,372"
강원,"436,092"
,"66,812"
,"7,448"
,"27,449"
,"18,553"
,"22,916"
,"5,386"
,"7,805"
,"10,325"
,"94,723"
,"8,520"
,"10,638"
,"11,824"
,"82,097"
,"14,483"
,"12,342"
,"17,634"
,"5,865"
,"11,272"
충북,"446,218"
,"8,640"
,"7,680"
,"7,857"
,"11,949"
,"13,721"
,"27,562"
,"37,813"
,"9,311"
,"19,209"
,"47,898"
,"70,733"
,"124,941"
,"58,904"
충남,"592,102"
,"14,671"
,"33,613"
,"14,465"
,"31,835"
,"44,177"
,"27,596"
,"16,521"
,"46,054"
,"14,784"
,"82,426"
,"23,007"
,"23,811"
,"75,395"
,"98,584"
,"7,199"
,"15,669"
,"22,295"
전북,"506,626"
,"12,960"
,"79,577"
,"24,119"
,"21,558"
,"5,527"
,"13,490"
,"6,399"
,"23,298"
,"83,911"
,"6,314"
,"4,916"
,"88,591"
,"101,188"
,"28,392"
,"6,386"
전남,"468,231"
,"8,109"
,"12,865"
,"6,623"
,"45,363"
,"6,220"
,"22,220"
,"11,760"
,"62,703"
,"18,039"
,"10,168"
,"74,607"
,"7,875"
,"75,497"
,"12,570"
,"15,677"
,"9,488"
,"11,990"
,"8,705"
,"7,083"
,"7,788"
,"16,122"
,"16,759"
경북,"778,263"
,"73,867"
,"81,556"
,"10,288"
,"130,064"
,"6,306"
,"35,384"
,"18,520"
,"7,261"
,"25,341"
,"12,650"
,"44,421"
,"8,949"
,"4,022"
,"29,518"
,"28,654"
,"10,619"
,"2,436"
,"12,902"
,"13,016"
,"11,438"
,"6,295"
,"39,562"
,"82,495"
,"82,699"
경남,"1,050,367"
,"14,172"
,"65,665"
,"14,783"
,"153,641"
,"9,532"
,"28,527"
,"31,806"
,"8,227"
,"72,751"
,"6,934"
,"92,395"
,"16,319"
,"53,420"
,"82,050"
,"172,007"
,"85,850"
,"54,195"
,"33,264"
,"11,630"
,"20,416"
,"11,821"
,"10,962"
제주,"169,216"
,"42,202"
,"127,014"
서울,"2,445,752"
,"224,401"
,"113,984"
,"57,932"
,"148,679"
,"98,025"
,"75,115"
,"111,901"
,"54,128"
,"131,015"
,"76,611"
,"71,219"
,"81,224"
,"89,814"
,"65,149"
,"145,765"
,"70,989"
,"95,184"
,"177,670"
,"120,038"
,"109,445"
,"63,796"
,"94,560"
,"38,930"
,"50,355"
,"79,823"
부산,"893,824"
,"23,551"
,"13,812"
,"60,236"
,"28,836"
,"66,243"
,"34,802"
,"64,727"
,"108,949"
,"69,577"
,"64,290"
,"82,743"
,"20,366"
,"53,062"
,"65,756"
,"25,901"
,"110,973"
대구,"746,618"
,"28,524"
,"45,149"
,"100,248"
,"131,272"
,"53,407"
,"185,339"
,"53,187"
,"149,492"
인천,"708,044"
,"26,819"
,"108,574"
,"19,491"
,"111,311"
,"16,820"
,"83,217"
,"126,413"
,"132,582"
,"78,017"
,"4,800"
광주,"408,921"
,"56,042"
,"25,128"
,"127,486"
,"96,384"
,"103,881"
대전,"461,887"
,"76,877"
,"64,386"
,"155,574"
,"63,052"
,"101,998"
울산,"359,585"
,"70,085"
,"113,598"
,"47,256"
,"62,941"
,"65,705"
경기,"3,269,845"
,"15,291"
,"97,939"
,"84,019"
,"81,309"
,"19,480"
,"77,381"
,"80,097"
,"46,838"
,"72,314"
,"74,154"
,"144,327"
,"23,525"
,"50,824"
,"44,242"
,"114,612"
,"153,602"
,"47,188"
,"52,908"
,"90,846"
,"78,711"
,"78,123"
,"56,758"
,"118,054"
,"100,645"
,"95,032"
,"54,516"
,"96,210"
,"61,457"
,"53,767"
,"27,820"
,"33,115"
,"11,511"
,"53,484"
,"119,268"
,"97,842"
,"65,645"
,"39,536"
,"98,096"
,"62,650"
,"106,010"
,"133,314"
,"49,749"
,"38,486"
,"169,150"
강원,"436,995"
,"66,874"
,"7,441"
,"27,421"
,"18,572"
,"22,950"
,"5,396"
,"7,820"
,"10,333"
,"95,124"
,"8,510"
,"10,611"
,"11,826"
,"82,302"
,"14,510"
,"12,385"
,"17,742"
,"5,887"
,"11,291"
충북,"446,953"
,"8,676"
,"7,722"
,"7,859"
,"11,957"
,"13,710"
,"27,574"
,"37,856"
,"9,330"
,"19,243"
,"48,051"
,"70,943"
,"125,099"
,"58,933"
충남,"594,418"
,"14,684"
,"33,698"
,"14,486"
,"31,917"
,"44,450"
,"27,638"
,"16,551"
,"46,194"
,"14,822"
,"82,802"
,"23,137"
,"23,850"
,"75,773"
,"99,158"
,"7,203"
,"15,706"
,"22,349"
전북,"508,373"
,"13,013"
,"80,054"
,"24,216"
,"21,621"
,"5,528"
,"13,522"
,"6,391"
,"23,387"
,"84,074"
,"6,305"
,"4,937"
,"88,762"
,"101,714"
,"28,449"
,"6,400"
전남,"469,541"
,"8,114"
,"12,920"
,"6,651"
,"45,499"
,"6,241"
,"22,224"
,"11,743"
,"62,870"
,"18,131"
,"10,161"
,"74,840"
,"7,910"
,"75,694"
,"12,575"
,"15,741"
,"9,535"
,"12,017"
,"8,754"
,"7,113"
,"7,800"
,"16,151"
,"16,857"
경북,"780,298"
,"73,965"
,"81,706"
,"10,298"
,"130,558"
,"6,323"
,"35,478"
,"18,600"
,"7,259"
,"25,419"
,"12,673"
,"44,494"
,"8,989"
,"4,032"
,"29,600"
,"28,739"
,"10,611"
,"2,449"
,"12,920"
,"13,085"
,"11,456"
,"6,287"
,"39,688"
,"82,629"
,"83,040"
경남,"1,055,790"
,"14,142"
,"65,859"
,"14,849"
,"154,067"
,"9,574"
,"28,565"
,"31,928"
,"8,265"
,"73,055"
,"6,962"
,"92,665"
,"16,393"
,"53,707"
,"82,684"
,"173,808"
,"86,257"
,"54,446"
,"33,411"
,"11,680"
,"20,471"
,"12,012"
,"10,990"
제주,"169,627"
,"42,305"
,"127,322"
서울,"2,449,601"
,"225,185"
,"114,373"
,"57,958"
,"148,994"
,"98,083"
,"75,301"
,"112,444"
,"54,252"
,"131,010"
,"76,643"
,"71,399"
,"81,275"
,"90,101"
,"64,840"
,"146,119"
,"71,226"
,"95,402"
,"177,663"
,"120,060"
,"109,008"
,"64,106"
,"94,863"
,"38,905"
,"50,539"
,"79,852"
부산,"894,856"
,"23,923"
,"13,652"
,"60,481"
,"28,960"
,"66,418"
,"21,848"
,"64,973"
,"121,233"
,"69,729"
,"64,479"
,"83,085"
,"20,457"
,"52,932"
,"65,286"
,"25,949"
,"111,451"
대구,"749,104"
,"28,477"
,"45,264"
,"100,812"
,"131,627"
,"53,896"
,"185,785"
,"53,397"
,"149,846"
인천,"711,041"
,"26,934"
,"108,720"
,"19,571"
,"112,214"
,"16,879"
,"83,355"
,"127,485"
,"132,705"
,"78,378"
,"4,800"
광주,"410,941"
,"56,170"
,"25,028"
,"128,288"
,"96,995"
,"104,460"
대전,"463,530"
,"76,968"
,"64,416"
,"156,060"
,"63,286"
,"102,800"
울산,"361,124"
,"70,342"
,"113,873"
,"47,432"
,"63,484"
,"65,993"
경기,"3,282,649"
,"15,376"
,"98,208"
,"84,308"
,"81,662"
,"19,517"
,"78,302"
,"80,858"
,"46,928"
,"72,462"
,"74,618"
,"145,004"
,"23,635"
,"50,855"
,"44,309"
,"115,136"
,"153,802"
,"47,314"
,"53,066"
,"91,325"
,"78,924"
,"78,513"
,"56,869"
,"118,402"
,"101,192"
,"95,326"
,"54,867"
,"96,221"
,"61,534"
,"53,916"
,"27,980"
,"33,180"
,"11,531"
,"53,978"
,"119,799"
,"98,234"
,"65,867"
,"39,683"
,"98,266"
,"63,023"
,"105,870"
,"134,130"
,"49,940"
,"38,631"
,"170,088"
강원,"438,326"
,"66,960"
,"7,448"
,"27,496"
,"18,634"
,"23,018"
,"5,446"
,"7,861"
,"10,360"
,"95,532"
,"8,566"
,"10,628"
,"11,858"
,"82,567"
,"14,542"
,"12,421"
,"17,778"
,"5,898"
,"11,313"
충북,"449,938"
,"8,729"
,"7,763"
,"7,900"
,"12,058"
,"13,784"
,"27,839"
,"38,098"
,"9,361"
,"19,383"
,"48,616"
,"71,356"
,"125,890"
,"59,161"
충남,"597,321"
,"14,691"
,"33,833"
,"14,530"
,"32,016"
,"44,684"
,"27,786"
,"16,603"
,"46,437"
,"14,852"
,"83,108"
,"23,212"
,"23,934"
,"76,196"
,"100,012"
,"7,243"
,"15,758"
,"22,426"
전북,"511,227"
,"13,079"
,"80,460"
,"24,320"
,"21,921"
,"5,590"
,"13,622"
,"6,418"
,"23,459"
,"84,566"
,"6,360"
