시도,계
,"58,073"
,"33,073"
,"36,633"
,"12,820"
,"65,602"
,"135,170"
,"109,670"
,"71,953"
,"45,450"
,"104,853"
,"68,926"
,"126,820"
,"153,755"
,"56,749"
,"40,505"
,"191,251"
강원,"482,219"
,"71,931"
,"8,113"
,"30,271"
,"20,833"
,"24,767"
,"6,595"
,"8,681"
,"11,616"
,"106,011"
,"9,947"
,"11,683"
,"13,196"
,"89,223"
,"15,008"
,"13,544"
,"20,317"
,"7,041"
,"13,442"
충북,"508,825"
,"10,829"
,"8,594"
,"8,908"
,"13,501"
,"15,109"
,"32,683"
,"42,223"
,"10,852"
,"22,949"
,"54,909"
,"80,801"
,"140,680"
,"66,787"
충남,"661,040"
,"14,974"
,"35,133"
,"17,088"
,"35,539"
,"55,644"
,"30,680"
,"18,618"
,"54,148"
,"16,352"
,"101,789"
,"25,512"
,"88,068"
,"114,890"
,"8,357"
,"17,669"
,"26,579"
전북,"580,409"
,"15,195"
,"91,866"
,"26,137"
,"25,482"
,"6,560"
,"15,232"
,"7,431"
,"28,066"
,"93,140"
,"7,368"
,"5,761"
,"103,994"
,"115,346"
,"31,685"
,"7,146"
전남,"558,149"
,"9,587"
,"14,837"
,"7,918"
,"52,784"
,"7,196"
,"26,400"
,"14,158"
,"69,149"
,"23,124"
,"11,188"
,"86,201"
,"9,426"
,"86,016"
,"15,027"
,"34,703"
,"11,572"
,"13,975"
,"10,212"
,"8,170"
,"8,947"
,"18,552"
,"19,007"
경북,"884,999"
,"85,973"
,"91,360"
,"11,941"
,"148,337"
,"7,263"
,"40,168"
,"21,097"
,"8,389"
,"28,395"
,"15,097"
,"50,761"
,"10,303"
,"4,655"
,"33,504"
,"32,425"
,"12,008"
,"2,915"
,"15,537"
,"14,453"
,"13,136"
,"7,584"
,"45,399"
,"89,536"
,"94,763"
경남,"1,156,945"
,"78,744"
,"17,273"
,"15,996"
,"178,004"
,"10,742"
,"32,347"
,"36,555"
,"9,647"
,"89,845"
,"7,906"
,"105,244"
,"19,659"
,"65,143"
,"82,372"
,"127,741"
,"94,299"
,"61,357"
,"37,090"
,"13,296"
,"38,373"
,"22,759"
,"12,553"
제주,"274,022"
,"48,975"
,"225,047"
서울,"2,491,874"
,"210,113"
,"116,395"
,"59,955"
,"148,720"
,"99,223"
,"78,592"
,"111,392"
,"62,260"
,"131,158"
,"78,178"
,"74,583"
,"87,585"
,"93,087"
,"66,620"
,"151,521"
,"74,544"
,"97,427"
,"183,563"
,"123,019"
,"108,731"
,"64,687"
,"102,752"
,"39,338"
,"43,876"
,"84,555"
부산,"950,421"
,"30,016"
,"11,725"
,"65,679"
,"43,829"
,"71,301"
,"22,023"
,"69,669"
,"111,709"
,"76,944"
,"66,981"
,"89,025"
,"21,720"
,"48,507"
,"65,976"
,"26,400"
,"128,917"
대구,"856,662"
,"50,627"
,"48,231"
,"113,329"
,"142,615"
,"61,191"
,"201,245"
,"62,599"
,"176,825"
인천,"975,108"
,"38,860"
,"136,229"
,"19,406"
,"150,157"
,"18,660"
,"166,662"
,"181,716"
,"149,084"
,"108,245"
,"6,089"
광주,"466,433"
,"63,916"
,"28,414"
,"136,837"
,"110,351"
,"126,915"
대전,"503,399"
,"79,967"
,"69,731"
,"163,648"
,"66,991"
,"123,062"
울산,"409,618"
,"79,281"
,"126,079"
,"54,120"
,"72,769"
,"77,369"
세종,"43,971"
,"43,971"
경기,"3,663,525"
,"17,586"
,"110,680"
,"90,459"
,"87,447"
,"19,629"
,"83,550"
,"100,240"
,"47,257"
,"76,572"
,"106,290"
,"174,478"
,"27,140"
,"54,544"
,"46,069"
,"119,346"
,"161,146"
,"48,062"
,"57,971"
,"109,869"
,"103,540"
,"85,189"
,"57,228"
,"125,722"
,"108,109"
,"103,965"
,"62,296"
,"100,951"
,"61,669"
,"58,347"
,"33,270"
,"36,821"
,"12,871"
,"65,804"
,"135,671"
,"109,870"
,"72,209"
,"45,546"
,"105,339"
,"69,068"
,"127,578"
,"154,468"
,"56,770"
,"40,872"
,"192,017"
강원,"484,096"
,"72,161"
,"8,123"
,"30,391"
,"20,934"
,"24,865"
,"6,647"
,"8,689"
,"11,663"
,"106,400"
,"9,974"
,"11,732"
,"13,251"
,"89,613"
,"15,093"
,"13,616"
,"20,414"
,"7,062"
,"13,468"
충북,"511,092"
,"10,845"
,"8,636"
,"8,956"
,"13,571"
,"15,137"
,"33,041"
,"42,266"
,"10,889"
,"23,066"
,"1,947"
,"56,272"
,"73,611"
,"59,284"
,"86,516"
,"67,055"
충남,"663,412"
,"14,941"
,"35,213"
,"17,057"
,"35,665"
,"55,904"
,"30,750"
,"18,623"
,"54,569"
,"16,368"
,"102,286"
,38
,"25,575"
,"88,266"
,"115,331"
,"8,381"
,"17,750"
,"26,695"
전북,"582,813"
,"15,207"
,"92,131"
,"26,270"
,"25,264"
,"6,545"
,"15,260"
,"7,467"
,"28,709"
,"93,395"
,"7,396"
,"5,766"
,"104,897"
,"115,611"
,"31,756"
,"7,139"
전남,"561,141"
,"9,607"
,"14,850"
,"7,935"
,"53,017"
,"7,207"
,"26,464"
,"14,205"
,"69,465"
,"23,217"
,"11,196"
,"86,542"
,"9,439"
,"86,331"
,"15,112"
,"35,688"
,"11,667"
,"14,023"
,"10,258"
,"8,206"
,"8,984"
,"18,644"
,"19,084"
경북,"888,267"
,"86,343"
,"91,648"
,"12,012"
,"148,869"
,"7,261"
,"40,333"
,"21,225"
,"8,405"
,"28,484"
,"15,142"
,"50,943"
,"10,302"
,"4,671"
,"33,559"
,"32,608"
,"12,037"
,"2,973"
,"15,593"
,"14,527"
,"13,214"
,"7,585"
,"45,614"
,"89,498"
,"95,421"
경남,"1,158,664"
,"16,019"
,"79,173"
,"17,347"
,"178,807"
,"10,776"
,"32,448"
,"36,648"
,"9,674"
,"90,674"
,"7,944"
,"105,663"
,"19,725"
,"65,498"
,"82,061"
,"125,469"
,"95,126"
,"61,654"
,"37,102"
,"13,341"
,"38,475"
,"22,514"
,"12,526"
제주,"279,821"
,"49,250"
,"230,571"
서울,"2,496,651"
,"211,086"
,"116,542"
,"60,060"
,"150,100"
,"99,255"
,"78,437"
,"111,518"
,"62,412"
,"131,293"
,"78,313"
,"74,618"
,"87,575"
,"93,176"
,"66,630"
,"152,574"
,"74,546"
,"97,322"
,"183,485"
,"122,960"
,"109,078"
,"64,659"
,"102,905"
,"39,388"
,"43,716"
,"85,003"
부산,"952,293"
,"30,571"
,"11,753"
,"65,704"
,"44,194"
,"71,362"
,"22,042"
,"69,722"
,"111,881"
,"77,182"
,"66,872"
,"88,989"
,"21,743"
,"48,795"
,"65,957"
,"26,387"
,"129,139"
대구,"858,788"
,"51,092"
,"48,281"
,"113,675"
,"143,018"
,"61,114"
,"201,771"
,"62,910"
,"176,927"
인천,"982,434"
,"39,118"
,"137,228"
,"19,413"
,"150,566"
,"18,718"
,"168,782"
,"183,892"
,"149,874"
,"108,743"
,"6,100"
광주,"468,041"
,"64,411"
,"28,481"
,"137,323"
,"110,277"
,"127,549"
대전,"504,459"
,"79,893"
,"69,798"
,"163,759"
,"66,957"
,"124,052"
울산,"410,554"
,"79,722"
,"126,246"
,"54,080"
,"72,859"
,"77,647"
세종,"44,994"
,"44,994"
경기,"3,674,616"
,"17,623"
,"111,321"
,"90,568"
,"87,510"
,"19,693"
,"83,750"
,"100,744"
,"47,302"
,"76,787"
,"107,574"
,"175,051"
,"27,119"
,"54,619"
,"46,030"
,"119,251"
,"161,524"
,"47,988"
,"58,150"
,"110,136"
,"104,188"
,"85,378"
,"57,378"
,"126,395"
,"108,227"
,"104,180"
,"62,256"
,"100,950"
,"61,736"
,"58,644"
,"33,374"
,"36,993"
,"12,879"
,"65,911"
,"136,021"
,"110,099"
,"72,629"
,"45,572"
,"105,633"
,"69,241"
,"128,347"
,"155,020"
,"56,832"
,"41,456"
,"192,537"
강원,"485,321"
,"72,359"
,"8,124"
,"30,422"
,"20,977"
,"24,947"
,"6,650"
,"8,702"
,"11,708"
,"106,725"
,"9,995"
,"11,768"
,"13,278"
,"89,827"
,"15,113"
,"13,650"
,"20,458"
,"7,100"
,"13,518"
충북,"512,718"
,"10,867"
,"8,624"
,"8,989"
,"13,616"
,"15,178"
,"33,277"
,"42,343"
,"10,910"
,"23,105"
,"1,880"
,"56,371"
,"73,858"
,"59,735"
,"86,670"
,"67,295"
충남,"665,648"
,"14,953"
,"35,219"
,"17,229"
,"35,747"
,"56,156"
,"30,836"
,"18,703"
,"54,804"
,"16,450"
,"102,834"
,38
,"25,646"
,"88,398"
,"115,639"
,"8,402"
,"17,740"
,"26,854"
전북,"584,586"
,"15,276"
,"92,389"
,"26,318"
,"25,026"
,"6,556"
,"15,334"
,"7,483"
,"29,198"
,"93,610"
,"7,396"
,"5,793"
,"105,426"
,"115,806"
,"31,853"
,"7,122"
전남,"562,999"
,"9,637"
,"14,863"
,"7,932"
,"53,153"
,"7,194"
,"26,558"
,"14,234"
,"69,692"
,"23,454"
,"11,220"
,"86,805"
,"9,452"
,"86,547"
,"15,155"
,"36,156"
,"11,695"
,"14,040"
,"10,231"
,"8,224"
,"8,993"
,"18,680"
,"19,084"
경북,"891,257"
,"87,137"
,"91,880"
,"12,034"
,"149,241"
,"7,258"
,"40,468"
,"21,328"
,"8,424"
,"28,571"
,"15,194"
,"51,067"
,"10,330"
,"4,661"
,"33,649"
,"32,676"
,"12,099"
,"2,977"
,"15,636"
,"14,550"
,"13,280"
,"7,618"
,"45,788"
,"89,637"
,"95,754"
경남,"1,159,806"
,"16,048"
,"79,560"
,"17,408"
,"179,313"
,"10,767"
,"32,601"
,"36,738"
,"9,708"
,"91,012"
,"7,934"
,"106,139"
,"19,773"
,"65,988"
,"81,888"
,"123,938"
,"95,322"
,"61,795"
,"37,187"
,"13,313"
,"38,551"
,"22,286"
,"12,537"
제주,"282,579"
,"49,471"
,"233,108"
서울,"2,501,071"
,"211,601"
,"116,543"
,"60,066"
,"151,249"
,"99,406"
,"78,246"
,"111,649"
,"62,598"
,"131,383"
,"78,364"
,"75,078"
,"87,553"
,"93,197"
,"66,799"
,"153,159"
,"75,133"
,"97,401"
,"183,553"
,"123,136"
,"109,126"
,"64,616"
,"103,021"
,"39,535"
,"43,525"
,"85,134"
부산,"954,257"
,"31,117"
,"65,712"
,"44,504"
,"71,522"
,"21,973"
,"69,704"
,"106,710"
,"77,371"
,"66,774"
,"89,041"
,"21,733"
,"49,030"
,"71,511"
,"26,430"
,"11,877"
,"129,248"
대구,"859,080"
,"48,358"
,"201,810"
,"63,154"
,"113,578"
,"143,144"
,"61,058"
,"176,561"
,"51,417"
인천,"989,361"
,"18,758"
,"171,080"
,"137,926"
,"185,397"
,"19,453"
,"150,570"
,"151,227"
,"109,505"
,"6,104"
,"39,341"
광주,"469,962"
,"127,967"
,"64,800"
,"28,581"
,"137,969"
,"110,645"
대전,"505,585"
,"67,045"
,"69,750"
,"164,155"
,"124,543"
,"80,092"
울산,"411,672"
,"126,340"
,"54,109"
,"73,242"
,"78,030"
,"79,951"
세종,"46,317"
,"46,317"
경기,"3,687,117"
,"17,694"
,"111,921"
,"90,636"
,"87,788"
,"19,720"
,"83,826"
,"101,559"
,"47,381"
,"76,948"
,"108,524"
,"175,686"
,"27,181"
,"54,629"
,"46,025"
,"119,346"
,"161,811"
,"48,105"
,"58,328"
,"111,243"
,"104,585"
,"85,422"
,"57,477"
,"126,786"
,"108,432"
,"104,442"
,"62,767"
,"101,063"
,"61,920"
,"58,824"
,"33,514"
,"37,118"
,"12,904"
,"66,140"
,"136,541"
,"110,302"
,"72,908"
,"45,633"
,"106,068"
,"69,545"
,"128,907"
,"155,689"
,"56,828"
,"41,774"
,"193,177"
강원,"487,048"
,"72,621"
,"8,115"
,"30,542"
,"20,998"
,"25,005"
,"6,677"
,"8,752"
,"11,763"
,"107,177"
,"10,032"
,"11,805"
,"13,278"
,"90,176"
,"15,138"
,"13,713"
,"20,543"
,"7,128"
,"13,585"
충북,"514,795"
,"10,919"
,"8,665"
,"9,015"
,"13,649"
,"15,194"
,"33,544"
,"42,455"
,"10,948"
,"23,214"
,"1,262"
,"56,430"
,"74,553"
,"60,602"
,"86,786"
,"67,559"
충남,"668,265"
,"15,006"
,"35,219"
,"17,237"
,"35,914"
,"56,996"
,"30,966"
,"18,781"
,"55,006"
,"16,472"
,"103,440"
,38
,"25,734"
,"88,773"
,"115,969"
,"8,422"
,"17,766"
,"26,965"
전북,"586,504"
,"15,304"
,"92,671"
,"26,374"
,"24,933"
,"6,591"
,"15,363"
,"7,498"
,"29,293"
,"93,908"
,"7,415"
,"5,801"
,"106,106"
,"116,195"
,"31,938"
,"7,114"
전남,"565,181"
,"9,688"
,"14,907"
,"7,966"
,"53,335"
,"7,202"
,"26,701"
,"14,262"
,"69,871"
,"23,597"
,"11,261"
,"87,038"
,"9,439"
,"86,766"
,"15,188"
,"36,937"
,"11,713"
,"14,044"
,"10,246"
,"8,243"
,"8,995"
,"18,692"
,"19,090"
경북,"896,582"
,"90,145"
,"92,199"
,"12,084"
,"149,732"
,"7,269"
,"40,586"
,"21,427"
,"8,457"
,"28,678"
,"15,240"
,"51,231"
,"10,329"
,"4,664"
,"33,684"
,"32,743"
,"12,119"
,"2,939"
,"15,682"
,"14,586"
,"13,338"
,"7,641"
,"45,995"
,"89,776"
,"96,038"
경남,"1,161,275"
,"79,922"
,"17,480"
,"16,069"
,"179,870"
,"10,786"
,"32,673"
,"36,759"
,"9,759"
,"91,394"
,"7,984"
,"106,468"
,"19,767"
,"66,455"
,"81,877"
,"122,672"
,"95,630"
,"61,880"
,"37,326"
,"13,313"
,"38,590"
,"22,049"
,"12,552"
제주,"285,302"
,"49,683"
,"235,619"
서울,"2,504,057"
,"212,260"
,"116,563"
,"60,041"
,"152,454"
,"99,356"
,"78,021"
,"111,563"
,"62,708"
,"131,279"
,"78,311"
,"75,553"
,"87,503"
,"93,951"
,"66,686"
,"153,662"
,"75,196"
,"97,205"
,"183,312"
,"123,157"
,"109,279"
,"64,594"
,"103,039"
,"39,574"
,"43,389"
,"85,401"
부산,"959,469"
,"31,636"
,"66,069"
,"45,011"
,"71,788"
,"22,398"
,"70,013"
,"107,245"
,"77,751"
,"66,928"
,"89,198"
,"21,805"
,"49,354"
,"72,184"
,"26,545"
,"11,846"
,"129,698"
대구,"862,828"
,"48,574"
,"202,413"
,"63,339"
,"114,295"
,"143,787"
,"61,413"
,"177,200"
,"51,807"
인천,"996,903"
,"18,815"
,"172,401"
,"139,071"
,"187,028"
,"19,583"
,"151,404"
,"152,538"
,"110,475"
,"6,132"
,"39,456"
광주,"471,508"
,"128,411"
,"65,166"
,"28,536"
,"138,334"
,"111,061"
대전,"506,689"
,"67,162"
,"69,783"
,"164,520"
,"125,141"
,"80,083"
울산,"413,115"
,"126,552"
,"54,117"
,"73,706"
,"78,515"
,"80,225"
세종,"48,074"
,"48,074"
경기,"3,698,751"
,"17,742"
,"112,525"
,"90,806"
,"88,062"
,"19,749"
,"83,987"
,"102,092"
,"47,317"
,"77,061"
,"109,448"
,"176,840"
,"27,219"
,"54,648"
,"46,149"
,"119,831"
,"161,856"
,"48,101"
,"58,354"
,"112,280"
,"105,108"
,"85,698"
,"57,552"
,"127,230"
,"108,957"
,"104,553"
,"62,691"
,"101,074"
,"61,870"
,"58,994"
,"33,606"
,"37,329"
,"12,927"
,"66,374"
,"136,651"
,"110,590"
,"73,297"
,"45,573"
,"106,370"
,"69,704"
,"129,436"
,"156,185"
,"56,798"
,"42,106"
,"194,011"
강원,"488,609"
,"72,892"
,"8,096"
,"30,646"
,"21,025"
,"25,055"
,"6,717"
,"8,745"
,"11,818"
,"107,659"
,"10,087"
,"11,826"
,"13,296"
,"90,406"
,"15,166"
,"13,740"
,"20,624"
,"7,143"
,"13,668"
충북,"516,873"
,"10,986"
,"8,736"
,"9,055"
,"13,695"
,"15,238"
,"33,722"
,"42,551"
,"11,016"
,"23,349"
,299
,"56,532"
,"75,346"
,"62,033"
,"86,537"
,"67,778"
충남,"671,023"
,"15,015"
,"35,173"
,"17,396"
,"35,995"
,"56,798"
,"31,144"
,"18,802"
,"55,194"
,"16,535"
,"104,123"
,36
,"25,755"
,"89,236"
,"116,294"
,"8,447"
,"17,856"
,"27,224"
전북,"588,565"
,"15,354"
,"93,000"
,"26,451"
,"24,827"
,"6,609"
,"15,410"
,"7,552"
,"29,415"
,"94,196"
,"7,474"
,"5,810"
,"106,621"
,"116,644"
,"32,081"
,"7,121"
전남,"568,302"
,"9,704"
,"14,976"
,"8,002"
,"53,478"
,"7,239"
,"27,046"
,"14,342"
,"70,021"
,"23,814"
,"11,258"
,"87,318"
,"9,405"
,"87,036"
,"15,246"
,"38,058"
,"11,750"
,"14,087"
,"10,237"
,"8,281"
,"9,038"
,"18,760"
,"19,206"
경북,"898,142"
,"89,229"
,"92,423"
,"12,183"
,"150,093"
,"7,284"
,"40,753"
,"21,498"
,"8,518"
,"28,727"
,"15,282"
,"51,453"
,"10,350"
,"4,681"
,"33,788"
,"32,885"
,"12,159"
,"2,943"
,"15,731"
,"14,608"
,"13,392"
,"7,646"
,"46,256"
,"89,943"
,"96,317"
경남,"1,162,451"
,"80,500"
,"17,522"
,"16,126"
,"180,380"
,"10,844"
,"32,820"
,"36,879"
,"9,794"
,"91,703"
,"8,015"
,"106,806"
,"19,855"
,"67,023"
,"81,633"
,"121,359"
,"95,752"
,"61,942"
,"37,349"
,"13,320"
,"38,422"
,"21,848"
,"12,559"
제주,"287,794"
,"49,920"
,"237,874"
서울,"2,508,847"
,"212,588"
,"116,650"
,"60,103"
,"153,457"
,"99,351"
,"77,936"
,"111,648"
,"62,900"
,"131,291"
,"78,405"
,"75,917"
,"87,472"
,"94,971"
,"66,575"
,"153,824"
,"75,495"
,"97,258"
,"183,355"
,"123,357"
,"110,053"
,"64,674"
,"103,041"
,"39,554"
,"43,336"
,"85,636"
부산,"961,312"
,"31,890"
,"65,985"
,"45,360"
,"71,780"
,"22,367"
,"70,095"
,"107,324"
,"77,754"
,"67,011"
,"89,287"
,"21,934"
,"49,469"
,"72,729"
,"26,530"
,"11,718"
,"130,079"
대구,"866,114"
,"48,578"
,"203,188"
,"63,566"
,"115,038"
,"144,241"
,"61,514"
,"177,780"
,"52,209"
인천,"1,004,160"
,"18,871"
,"173,871"
,"139,969"
,"188,868"
,"19,619"
,"152,005"
,"153,591"
,"111,591"
,"6,148"
,"39,627"
광주,"473,544"
,"129,019"
,"65,633"
,"28,568"
,"138,726"
,"111,598"
대전,"507,786"
,"67,418"
,"69,660"
,"165,040"
,"125,705"
,"79,963"
울산,"415,202"
,"126,806"
,"54,214"
,"74,105"
,"79,197"
,"80,880"
세종,"50,401"
,"50,401"
경기,"3,712,797"
,"17,812"
,"113,293"
,"91,028"
,"88,293"
,"19,748"
,"84,206"
,"102,841"
,"47,365"
,"77,280"
,"110,194"
,"177,935"
,"27,370"
,"54,704"
,"46,242"
,"119,991"
,"162,224"
,"48,092"
,"58,432"
,"113,174"
,"105,579"
,"86,049"
,"57,762"
,"127,594"
,"109,080"
,"104,886"
,"63,014"
,"101,222"
,"62,003"
,"59,184"
,"33,715"
,"37,503"
,"12,942"
,"66,555"
,"137,261"
,"110,919"
,"73,742"
,"45,630"
,"106,655"
,"69,848"
,"130,054"
,"157,077"
,"56,776"
,"42,315"
,"195,208"
강원,"490,238"
,"73,182"
,"8,129"
,"30,773"
,"21,061"
,"25,062"
,"6,739"
,"8,752"
,"11,868"
,"108,137"
,"10,101"
,"11,872"
,"13,344"
,"90,680"
,"15,183"
,"13,764"
,"20,665"
,"7,233"
,"13,693"
충북,"518,587"
,"11,013"
,"8,735"
,"9,085"
,"13,744"
,"15,270"
,"33,876"
,"42,669"
,"11,066"
,"23,436"
,38
,"56,837"
,"75,547"
,"62,770"
,"86,525"
,"67,976"
충남,"673,722"
,"15,018"
,"35,149"
,"17,478"
,"36,083"
,"57,101"
,"31,215"
,"18,850"
,"55,369"
,"16,573"
,"104,495"
,36
,"25,816"
,"89,412"
,"117,229"
,"8,479"
,"18,002"
,"27,417"
전북,"590,726"
,"15,411"
,"93,249"
,"26,553"
,"24,763"
,"6,636"
,"15,470"
,"7,601"
,"29,542"
,"94,563"
,"7,516"
,"5,837"
,"107,321"
,"116,932"
,"32,171"
,"7,161"
전남,"571,975"
,"9,740"
,"15,033"
,"7,990"
,"53,737"
,"7,270"
,"27,398"
,"14,392"
,"70,179"
,"23,978"
,"11,881"
,"87,587"
,"9,448"
,"87,306"
,"15,323"
,"38,929"
,"11,799"
,"14,130"
,"10,369"
,"8,313"
,"9,083"
,"18,812"
,"19,278"
경북,"900,932"
,"89,055"
,"92,757"
,"12,221"
,"150,649"
,"7,309"
,"40,928"
,"21,583"
,"8,556"
,"28,817"
,"15,389"
,"51,762"
,"10,334"
,"4,679"
,"33,925"
,"33,036"
,"12,180"
,"2,960"
,"15,804"
,"14,669"
,"13,434"
,"7,677"
,"46,441"
,"90,128"
,"96,639"
경남,"1,165,396"
,"80,861"
,"17,613"
,"16,133"
,"181,081"
,"10,879"
,"32,974"
,"36,997"
,"9,825"
,"92,670"
,"8,046"
,"107,191"
,"19,934"
,"67,340"
,"81,637"
,"120,356"
,"96,470"
,"62,220"
,"37,492"
,"13,359"
,"38,362"
,"21,338"
,"12,618"
제주,"290,844"
,"50,165"
,"240,679"
서울,"2,510,742"
,"212,992"
,"116,429"
,"59,962"
,"154,340"
,"99,275"
,"77,884"
,"111,616"
,"62,893"
,"131,062"
,"78,402"
,"75,999"
,"87,454"
,"95,458"
,"66,586"
,"154,497"
,"75,687"
,"96,965"
,"183,153"
,"123,237"
,"110,961"
,"64,588"
,"102,972"
,"39,473"
,"43,160"
,"85,697"
부산,"962,093"
,"32,325"
,"11,414"
,"65,792"
,"45,726"
,"71,653"
,"22,276"
,"69,946"
,"106,877"
,"77,723"
,"67,130"
,"89,259"
,"22,044"
,"49,815"
,"73,327"
,"26,511"
,"130,275"
대구,"868,905"
,"52,696"
,"48,627"
,"115,674"
,"144,517"
,"61,718"
,"203,914"
,"63,847"
,"177,912"
인천,"1,010,828"
,"39,855"
,"140,909"
,"19,551"
,"154,462"
,"18,906"
,"176,519"
,"189,839"
,"152,445"
,"112,169"
,"6,173"
광주,"474,283"
,"65,831"
,"28,507"
,"138,775"
,"111,980"
,"129,190"
대전,"508,266"
,"79,792"
,"69,455"
,"165,602"
,"67,537"
,"125,880"
울산,"416,362"
,"81,555"
,"126,691"
,"54,119"
,"74,476"
,"79,521"
세종,"52,969"
,"52,969"
경기,"3,723,310"
,"17,822"
,"113,702"
,"91,112"
,"88,381"
,"19,704"
,"84,432"
,"103,437"
,"47,328"
,"77,290"
,"110,723"
,"178,891"
,"27,368"
,"54,657"
,"46,394"
,"120,406"
,"162,401"
,"48,048"
,"58,432"
,"114,132"
,"105,856"
,"86,308"
,"57,867"
,"128,091"
,"109,296"
,"105,022"
,"63,039"
,"101,402"
,"62,075"
,"59,713"
,"33,776"
,"37,558"
,"12,922"
,"66,825"
,"137,915"
,"111,000"
,"74,056"
,"45,580"
,"106,674"
,"69,874"
,"130,879"
,"157,455"
,"56,748"
,"42,459"
,"196,260"
강원,"491,038"
,"73,137"
,"8,303"
,"30,832"
,"21,071"
,"24,919"
,"6,833"
,"8,786"
,"11,976"
,"108,345"
,"10,161"
,"11,871"
,"13,374"
,"90,531"
,"15,158"
,"13,800"
,"20,660"
,"7,598"
,"13,683"
충북,"519,581"
,"11,142"
,"8,744"
,"9,097"
,"13,779"
,"15,316"
,"33,983"
,"42,701"
,"11,103"
,"23,518"
,37
,"56,849"
,"75,460"
,"63,385"
,"86,458"
,"68,009"
충남,"675,335"
,"15,013"
,"35,026"
,"17,502"
,"36,109"
,"57,358"
,"31,222"
,"18,919"
,"55,506"
,"16,552"
,"104,617"
,33
,"25,998"
,"89,593"
,"117,773"
,"8,492"
,"18,115"
,"27,507"
전북,"592,166"
,"15,463"
,"93,358"
,"26,612"
,"24,667"
,"6,683"
,"15,467"
,"7,867"
,"29,652"
,"94,623"
,"7,552"
,"5,872"
,"108,103"
,"116,889"
,"32,208"
,"7,150"
전남,"576,251"
,"9,861"
,"15,059"
,"8,016"
,"53,864"
,"7,290"
,"27,787"
,"14,444"
,"70,364"
,"24,086"
,"13,746"
,"87,825"
,"9,431"
,"87,581"
,"15,396"
,"39,130"
,"11,795"
,"14,168"
,"10,801"
,"8,348"
,"9,119"
,"18,862"
,"19,278"
경북,"903,327"
,"89,205"
,"92,984"
,"12,223"
,"150,899"
,"7,338"
,"41,370"
,"21,608"
,"8,557"
,"28,835"
,"15,438"
,"52,037"
,"10,304"
,"4,669"
,"33,963"
,"33,163"
,"12,154"
,"2,935"
,"15,862"
,"14,702"
,"13,475"
,"7,672"
,"46,579"
,"90,330"
,"97,025"
경남,"1,168,188"
,"16,175"
,"81,181"
,"17,656"
,"181,500"
,"10,951"
,"33,107"
,"37,106"
,"9,841"
,"93,626"
,"8,041"
,"107,591"
,"19,920"
,"67,760"
,"81,721"
,"119,235"
,"97,018"
,"62,421"
,"37,668"
,"13,368"
,"38,534"
,"20,920"
,"12,848"
제주,"293,527"
,"50,353"
,"243,174"
서울,"2,518,714"
,"213,324"
,"116,792"
,"60,242"
,"154,936"
,"99,717"
,"78,142"
,"111,840"
,"63,215"
,"131,476"
,"78,572"
,"76,293"
,"87,637"
,"96,299"
,"66,697"
,"154,791"
,"75,746"
,"97,238"
,"183,758"
,"123,599"
,"111,571"
,"64,671"
,"103,390"
,"39,392"
,"43,286"
,"86,090"
부산,"967,039"
,"33,125"
,"65,944"
,"46,246"
,"71,868"
,"22,311"
,"70,091"
,"107,318"
,"78,051"
,"67,224"
,"89,518"
,"22,160"
,"50,220"
,"73,532"
,"26,582"
,"11,733"
,"131,116"
대구,"872,626"
,"48,825"
,"205,047"
,"64,289"
,"116,143"
,"145,377"
,"61,561"
,"178,455"
,"52,929"
인천,"1,020,137"
,"19,004"
,"178,687"
,"141,577"
,"192,581"
,"19,572"
,"153,469"
,"155,404"
,"113,446"
,"6,188"
,"40,209"
광주,"476,844"
,"130,237"
,"66,359"
,"28,630"
,"139,609"
,"112,009"
대전,"509,858"
,"67,646"
,"69,559"
,"166,281"
,"126,545"
,"79,827"
울산,"419,138"
,"127,326"
,"54,355"
,"74,955"
,"80,264"
,"82,238"
세종,"55,459"
,"55,459"
경기,"3,744,421"
,"17,890"
,"114,337"
,"91,494"
,"88,808"
,"19,779"
,"84,579"
,"104,040"
,"47,505"
,"77,565"
,"111,777"
,"180,216"
,"27,504"
,"54,709"
,"46,508"
,"120,812"
,"163,102"
,"48,218"
,"58,645"
,"114,349"
,"106,624"
,"86,700"
,"58,177"
,"129,146"
,"109,803"
,"105,493"
,"63,528"
,"101,719"
,"62,375"
,"60,227"
,"33,944"
,"37,789"
,"13,016"
,"67,225"
,"138,681"
,"111,593"
,"74,546"
,"45,793"
,"107,218"
,"70,290"
,"132,121"
,"158,559"
,"56,914"
,"42,997"
,"198,106"
강원,"493,577"
,"73,470"
,"8,277"
,"30,979"
,"21,142"
,"25,064"
,"6,872"
,"8,847"
,"11,993"
,"109,149"
,"10,277"
,"11,870"
,"13,435"
,"91,054"
,"15,176"
,"13,865"
,"20,780"
,"7,558"
,"13,769"
충북,"522,263"
,"11,172"
,"8,775"
,"9,173"
,"13,797"
,"15,408"
,"34,208"
,"42,868"
,"11,247"
,"23,674"
,36
,"57,147"
,"75,715"
,"63,930"
,"86,704"
,"68,409"
충남,"679,795"
,"15,045"
,"35,110"
,"17,550"
,"36,355"
,"57,810"
,"31,459"
,"19,059"
,"55,865"
,"16,623"
,"105,222"
,32
,"26,096"
,"90,145"
,"118,986"
,"8,525"
,"18,177"
,"27,736"
